"img-link href","photo-count","list-view-price","list-view-date","list-view-title","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","eids-badge__description","eids-badge__label","he-lazy-image src 2","he-lazy-image src 3","img-wrp href 2","he-lazy-image src 4","listing-card--owner-info__name","list-view-header"
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/69537-85689","39","65.000","28-02-2025","Vadistanbul Teras Sitesinde 1+1 Şık Eşyalı Kiralık Daire ***aylık Ödeme","Kiralık Daire","1 +
                          1","85 m²","10
                        Yaşında","Ara Kat","İstanbul / Sarıyer / Ayazağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537/bahar-bayrak-1323177","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Easy & Saygıngayrimenkul 1453,mashattan, Vadistanb","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/2/9/7/9/4/2/4/4/2ea4a8e9-b9eb-4eaa-b953-681cf5c8b131.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/7/1/3/2/3/1/c5756cdc-d6b2-436e-ad54-b1ef27f03bd9.jpg","https://www.hepsiemlak.com/emlak-ofisi/easy-saygingayrimenkul-1453mashattan-vadistanb-69537","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/5/9/6/0/4c0933c4-2128-4078-ac01-aaf3cfd46eaf.jpg","Bahar
        Bayrak",""
"https://www.hepsiemlak.com/istanbul-sariyer-zekeriyakoy-kiralik/villa/81759-2430","6","230.000","28-02-2025","Nokta'dan Zekeriyaköy Merkezde Elit Site Cansit'te Tam Müstakil","Kiralık Villa","5 +
                          1","385 m²","15
                        Yaşında","","İstanbul / Sarıyer / Zekeriyaköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/nokta-emlak-gayrimenkul-81759/gamze-dogan-1594702","","Nokta Emlak Gayrimenkul","","","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/9/6/1/8/8/2/4/e056ab8f-7839-467f-ab76-4e893ecdf2e8.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","https://www.hepsiemlak.com/emlak-ofisi/nokta-emlak-gayrimenkul-81759","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/5/7/1/8/0/0d4f7d33-da23-4541-8b5a-5168aab4454f.jpg","Gamze
        Doğan",""
"https://www.hepsiemlak.com/istanbul-sariyer-emirgan-kiralik/daire/6231-15880","13","90.000","28-02-2025","Emirgan'da Boğaz Manzaralı Kiralık Daire","Kiralık Daire","1 +
                          1","110 m²","57
                        Yaşında","1. Kat","İstanbul / Sarıyer / Emirgan Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/2/2/7/1/2/4/4/481b915b-7006-4396-8d70-5ee944c554fb.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/6231-15877","20","110.000","28-02-2025","Prive Kemer'de Orman Manzaralı Kiralık Daire","Kiralık Daire","3 +
                          1","172 m²","1
                        Yaşında","3. Kat","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/6/2/5/7/1/4/4/60ecf3a0-7fd8-45ce-af95-95b86659098e.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-sultantepe-kiralik/daire/6231-15868","12","130.000","28-02-2025","Üsküdar Paşalimanı Caddesi'nde Kiralık Boğaz Manzaralı Eşyalı Daire","Kiralık Daire","3 +
                          1","4.125 m²","30
                        Yaşında","5. Kat","İstanbul / Üsküdar / Sultantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/8/2/4/6/3/1/4/4/c1aa4e1e-e7aa-4afd-a96d-e2957267e12e.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-bebek-kiralik/daire/6231-15882","18","135.000","28-02-2025","Bebek'te Boğaz Manzaralı Yenilenmiş Kiralık Daire","Kiralık Daire","2 +
                          1","110 m²","40
                        Yaşında","4. Kat","İstanbul / Beşiktaş / Bebek Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/4/5/3/3/2/4/4/632c8c3a-eb06-47f4-8579-d443eb3f866d.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/6231-15867","20","140.000","28-02-2025","Prive Kemer'de Orman Manzaralı Kiralık Arakat","Kiralık Daire","4 +
                          0","230 m²","1
                        Yaşında","1. Kat","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/6/7/5/9/0/4/4/d3de769e-df96-4e11-b9bd-097db075c9a2.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-kuzguncuk-kiralik/kosk/6231-15819","25","165.000","28-02-2025","Kuzguncuk'ta Bahçeli Ve Otoparklı Kiralık Tarihi Eser","Kiralık Köşk","4 +
                          2","350 m²","56
                        Yaşında","","İstanbul / Üsküdar / Kuzguncuk Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/0/4/2/4/9/3/4/b1cf8002-f8bc-47d6-9c87-8681232030ad.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/6231-15866","19","170.000","28-02-2025","Prive Kemer'de Orman Manzaralı Kiralık Bahçe Katı","Kiralık Daire","4 +
                          1","315 m²","1
                        Yaşında","Bahçe Katı","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/0/9/6/5/9/0/4/4/0f37f72c-34e7-4ec4-ae8b-7f3179d3bd5b.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-sariyer-merkez-kiralik/daire/6231-15863","11","215.000","28-02-2025","Sarıyer'de Konut Ve İşyerine Uygun Kiralık Köşk","Kiralık Daire","5 +
                          1","220 m²","60
                        Yaşında","Villa Katı","İstanbul / Sarıyer / Sarıyer Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/3/0/7/3/8/0/4/4/78f0d4a7-feeb-4771-939c-868b525a7f0c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-guzeltepe-kiralik/daire/6231-15827","21","232.500","03-03-2025","Mesa Bosphorus Çengelköy'de 4+1 Boğaz Manzaralı Kiralık Daire","Kiralık Daire","4 +
                          1","234 m²","2
                        Yaşında","2. Kat","İstanbul / Üsküdar / Güzeltepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/7/2/2/9/1/0/4/4/3e2cb40f-e759-49e9-b17c-eaea4506063e.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-bebek-kiralik/daire/6231-15864","9","250.000","28-02-2025","Bebek'de Konut Ve İşyerine Uygun Kiralık Köşk","Kiralık Daire","3 +
                          1","230 m²","60
                        Yaşında","En Üst Kat","İstanbul / Beşiktaş / Bebek Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/1/6/0/4/8/0/4/4/5edb5edd-6165-48d8-bf38-7b6c7e34334c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/6231-15881","30","260.000","28-02-2025","Seba Göktürk'te Kiralık Havuzlu Emsalsiz Penthouse","Kiralık Daire","6 +
                          2","950 m²","Sıfır Bina","2. Kat","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Space İstanbul Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/2/7/0/3/2/4/4/0dc4e67e-8fb3-4873-b894-9f17b765cd5c.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/3/2/6/0/0/c1af0d37-bffe-4f0f-b732-0b6ea8d7a667.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/residence/2969-39295","9","540.000","04-03-2025","Kanyon Res. Penthouse 4+1 400m2 Net (özel Teras 350m2) Dublex","Kiralık Residence","4 +
                          1","700 m²","18
                        Yaşında","18. Kat","İstanbul / Şişli / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/sara-eskinaz-proje-ve-emlak-paz-ltd-sti-2969/sara-eskinaz-2969","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Sara Eskinaz Proje Ve Emlak Paz. LTD. ŞTİ.","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/5/6/8/7/7/1/4/4/c7477f18-ffc5-4866-9843-1eada6b1b1a1.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/6/9/2/0/0/33d7e2aa-6628-4d51-b49a-b46010c02afe.jpg","https://www.hepsiemlak.com/emlak-ofisi/sara-eskinaz-proje-ve-emlak-paz-ltd-sti-2969","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/6/9/2/0/0/5f028a41-0dec-4354-bc44-b40d0791d5a8.jpg","Sara
        Eskinaz",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-bahcelievler-kiralik/daire/141995-66","46","65.000","01-03-2025","","Kiralık Daire","5 +
                          1","220 m²","37
                        Yaşında","9. Kat","İstanbul / Bahçelievler / Bahçelievler Mah.","","","","","","","","","","","Bahçelievler'de Eşyalı Kiralık 5+1esyalı Daire/ağaoğlu My City Rams Garden Yakını For Rent Apartment"
"https://www.hepsiemlak.com/istanbul-esenyurt-cumhuriyet-kiralik/daire/155429-2","32","22.000","03-03-2025","","Kiralık Daire","1 +
                          1","82 m²","5
                        Yaşında","12. Kat","İstanbul / Esenyurt / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/expertiz-gayrimenkul-155429","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Expertiz Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/2/4/5/5/1/a94d7117-98cf-4a31-80f0-65184a59698b.jpg","","","","","Beylıkduzu  Full Esyalı 1+1 Metrobuse Yakın  Muhtesem   _ 22.000"
"https://www.hepsiemlak.com/istanbul-pendik-yenisehir-kiralik/daire/1887-1162","24","26.000","17-02-2025","","Kiralık Daire","3 +
                          1","120 m²","22
                        Yaşında","Ara Kat","İstanbul / Pendik / Yenişehir Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","","","","","","Ares'ten Kurtköy Yenişehir'de Site İçinde 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-esenyurt-asik-veysel-kiralik/daire/18249-1459","20","23.500","01-03-2025","","Kiralık Daire","3 +
                          1","145 m²","26
                        Yaşında","2. Kat","İstanbul / Esenyurt / Aşık Veysel Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/5/6/6/3/3/4/9c881fc6-1c56-4413-938a-f8a9248783e0.jpg","","","","","Esenkent Menekşe 4 Katlı Bina 126m 2 Banyolu Kombili Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/21218-4671","16","25.000","25-02-2025","","Kiralık Daire","2 +
                          1","70 m²","2
                        Yaşında","Bahçe Katı","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/2/1/9/1/4/4/1739537657-92683-44191236.jpeg","","","","","Bahçelievler Çamlık Caddesi Yakını 2 Yıllık Binada 2+1 Kiralık Bahçe Katı Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-kadimehmet-efendi-kiralik/daire/49135-2720","15","19.000","01-03-2025","","Kiralık Daire","2 +
                          1","85 m²","15
                        Yaşında","1. Kat","İstanbul / Beyoğlu / Kadımehmet Efendi Mah.","","","","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/5/4/0/2/4/4/0b961bf5-b380-4601-a9c3-363a23d1ef17.jpg","","","","","Beyoğlu Kasımpaşa Kulaksız Dutdibinde, Yeni Binada Satılık 2+1, Asansörlü Daire - Sözgen'den-268k"
"https://www.hepsiemlak.com/istanbul-sariyer-emirgan-kiralik/daire/151395-11","28","150.000","28-02-2025","","Kiralık Daire","4 +
                          1","160 m²","54
                        Yaşında","Bahçe Katı","İstanbul / Sarıyer / Emirgan Mah.","https://www.hepsiemlak.com/emlak-ofisi/turna-gayrimenkul-151395/caglar-ocal-4278121","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Turna Gayrimenkul","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","EİDS onaylı","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/9/9/3/4/2/4/4/36020e3e-e649-45ae-8097-6ae803c246e3.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/2/1/8/7/2/4/0287a37d-22de-41fb-8059-1fcca024498b.jpg","https://www.hepsiemlak.com/emlak-ofisi/turna-gayrimenkul-151395","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/3/1/5/1/32759138-0a6c-458d-ab33-a676114e368a.jpg","Çağlar
        Öçal","Emirgan'da 1000m2 Bahçeli 4+1 Kiralık Daire (boğaza 100 Metre)"
